剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,闭环ID,层级路径,角色关系类型,主题,叙事结构线,波动型,关系演化结局,联动层级序号,联动匹配强度,是否主路径
01031012,瑶池会,家庭戏,30.15,0.2049,0.394,loop-016,婚恋关系>家庭亲情>前锋型>前锋-先决裂后修补>夫妻重圆,婚恋关系,家庭亲情,前锋型,前锋-先决裂后修补,夫妻重圆,6,38.5,否
01031012,瑶池会,家庭戏,30.15,0.2049,0.394,loop-023,婚恋关系>文人世情>多峰型>多峰-连环误会>婚恋成全,婚恋关系,文人世情,多峰型,多峰-连环误会,婚恋成全,7,30.4,否
01031012,瑶池会,家庭戏,30.15,0.2049,0.394,loop-014,婚恋关系>婚恋姻缘>多峰型>多峰-离合循环>夫妻重圆,婚恋关系,婚恋姻缘,多峰型,多峰-离合循环,夫妻重圆,8,29.5,否
01032002,连环套【头、二本】,江湖戏,39.91,0.0702,0.1734,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,1,41.45,是
01032002,连环套【头、二本】,江湖戏,39.91,0.0702,0.1734,loop-049,冲突关系>战争武略>中峰型>中峰-中段征战>敌对和解,冲突关系,战争武略,中峰型,中峰-中段征战,敌对和解,2,41.45,否
01032002,连环套【头、二本】,江湖戏,39.91,0.0702,0.1734,loop-051,冲突关系>除暴侠义>前锋型>前锋-早峰回落>敌对和解,冲突关系,除暴侠义,前锋型,前锋-早峰回落,敌对和解,3,31.55,否
01032002,连环套【头、二本】,江湖戏,39.91,0.0702,0.1734,loop-052,冲突关系>除暴侠义>中峰型>中峰-中段征战>复仇完成,冲突关系,除暴侠义,中峰型,中峰-中段征战,复仇完成,4,31.55,否
01032002,连环套【头、二本】,江湖戏,39.91,0.0702,0.1734,loop-055,冲突关系>恩怨报偿>后峰型>后峰-压轴报偿>阵营转投,冲突关系,恩怨报偿,后峰型,后峰-压轴报偿,阵营转投,5,29.75,否
01032002,连环套【头、二本】,江湖戏,39.91,0.0702,0.1734,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,6,30.0,否
01032002,连环套【头、二本】,江湖戏,39.91,0.0702,0.1734,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,7,28.65,否
01032002,连环套【头、二本】,江湖戏,39.91,0.0702,0.1734,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,8,36.5,否
01032003,连环套【四本】,江湖戏,27.26,0.1488,0.3922,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,1,46.0,是
01032003,连环套【四本】,江湖戏,27.26,0.1488,0.3922,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,2,46.0,否
01032003,连环套【四本】,江湖戏,27.26,0.1488,0.3922,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,3,32.05,否
01032003,连环套【四本】,江湖戏,27.26,0.1488,0.3922,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,4,32.05,否
01032003,连环套【四本】,江湖戏,27.26,0.1488,0.3922,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,5,27.1,否
01032003,连环套【四本】,江湖戏,27.26,0.1488,0.3922,loop-040,同盟关系>战争武略>中峰型>中峰-中段征战>义助功成,同盟关系,战争武略,中峰型,中峰-中段征战,义助功成,6,34.7,否
01032003,连环套【四本】,江湖戏,27.26,0.1488,0.3922,loop-043,同盟关系>除暴侠义>中峰型>中峰-中段征战>阵营转投,同盟关系,除暴侠义,中峰型,中峰-中段征战,阵营转投,7,27.05,否
01032005,新四十八扯,历史戏,27.53,0.6302,0.0,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,1,57.1,是
01032005,新四十八扯,历史戏,27.53,0.6302,0.0,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,2,57.1,否
01032005,新四十八扯,历史戏,27.53,0.6302,0.0,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,3,51.7,否
01032005,新四十八扯,历史戏,27.53,0.6302,0.0,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,4,51.7,否
01032005,新四十八扯,历史戏,27.53,0.6302,0.0,loop-033,权力关系>公案冤狱>中峰型>中峰-中段审判>权谋败露,权力关系,公案冤狱,中峰型,中峰-中段审判,权谋败露,5,38.2,否
01032005,新四十八扯,历史戏,27.53,0.6302,0.0,loop-050,冲突关系>战争武略>后峰型>后峰-结尾爆发>复仇完成,冲突关系,战争武略,后峰型,后峰-结尾爆发,复仇完成,6,48.3,否
01032005,新四十八扯,历史戏,27.53,0.6302,0.0,loop-057,冲突关系>善恶转化>中峰型>中峰-中段悟转>阵营转投,冲突关系,善恶转化,中峰型,中峰-中段悟转,阵营转投,7,28.5,否
01032005,新四十八扯,历史戏,27.53,0.6302,0.0,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,8,34.0,否
01032006,芙蓉诔,家庭戏,22.96,0.2001,0.354,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,1,60.0,是
01032006,芙蓉诔,家庭戏,22.96,0.2001,0.354,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,2,60.0,否
01032006,芙蓉诔,家庭戏,22.96,0.2001,0.354,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,3,38.4,否
01032006,芙蓉诔,家庭戏,22.96,0.2001,0.354,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,4,38.4,否
01032006,芙蓉诔,家庭戏,22.96,0.2001,0.354,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,5,36.6,否
01032007,党人碑,历史戏,30.29,0.1861,0.6036,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,1,44.2,是
01032007,党人碑,历史戏,30.29,0.1861,0.6036,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,2,44.2,否
01032007,党人碑,历史戏,30.29,0.1861,0.6036,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,3,40.6,否
01032007,党人碑,历史戏,30.29,0.1861,0.6036,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,4,40.6,否
01032007,党人碑,历史戏,30.29,0.1861,0.6036,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,5,45.0,否
01032007,党人碑,历史戏,30.29,0.1861,0.6036,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,6,30.6,否
01032007,党人碑,历史戏,30.29,0.1861,0.6036,loop-039,同盟关系>战争武略>多峰型>多峰-连战递进>同盟破裂,同盟关系,战争武略,多峰型,多峰-连战递进,同盟破裂,7,37.05,否
01032007,党人碑,历史戏,30.29,0.1861,0.6036,loop-045,同盟关系>政治权力>前锋型>前锋-开端突发>阵营转投,同盟关系,政治权力,前锋型,前锋-开端突发,阵营转投,8,33.45,否
01032008,白傅遣姬,历史戏,22.07,0.6338,0.3688,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,1,23.2,是
01032008,白傅遣姬,历史戏,22.07,0.6338,0.3688,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,2,23.2,否
01032008,白傅遣姬,历史戏,22.07,0.6338,0.3688,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,3,20.5,否
01032008,白傅遣姬,历史戏,22.07,0.6338,0.3688,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,4,20.5,否
01032008,白傅遣姬,历史戏,22.07,0.6338,0.3688,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,5,22.0,否
01032008,白傅遣姬,历史戏,22.07,0.6338,0.3688,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,6,18.85,否
01032008,白傅遣姬,历史戏,22.07,0.6338,0.3688,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,7,13.45,否
01032008,白傅遣姬,历史戏,22.07,0.6338,0.3688,loop-040,同盟关系>战争武略>中峰型>中峰-中段征战>义助功成,同盟关系,战争武略,中峰型,中峰-中段征战,义助功成,8,17.15,否
01032009,安五路,历史戏,29.13,0.1438,0.3003,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,1,95.25,是
01032009,安五路,历史戏,29.13,0.1438,0.3003,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,2,95.25,否
01032009,安五路,历史戏,29.13,0.1438,0.3003,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,3,86.25,否
01032009,安五路,历史戏,29.13,0.1438,0.3003,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,4,86.25,否
01032009,安五路,历史戏,29.13,0.1438,0.3003,loop-029,权力关系>忠义家国>多峰型>多峰-连战递进>权谋败露,权力关系,忠义家国,多峰型,多峰-连战递进,权谋败露,5,61.95,否
01032012,浣纱溪,历史戏,23.35,0.3172,0.557,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,1,49.6,是
01032012,浣纱溪,历史戏,23.35,0.3172,0.557,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,2,49.6,否
01032012,浣纱溪,历史戏,23.35,0.3172,0.557,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,3,42.4,否
01032012,浣纱溪,历史戏,23.35,0.3172,0.557,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,4,42.4,否
01032012,浣纱溪,历史戏,23.35,0.3172,0.557,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,5,52.0,否
01032012,浣纱溪,历史戏,23.35,0.3172,0.557,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,6,34.45,否
01032012,浣纱溪,历史戏,23.35,0.3172,0.557,loop-003,亲属关系>礼教品格>平稳型>平稳-低振守常>代际和解,亲属关系,礼教品格,平稳型,平稳-低振守常,代际和解,7,32.2,否
01033001,狸猫换太子【头本】,历史戏,68.18,0.0565,0.2056,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,1,64.0,是
01033001,狸猫换太子【头本】,历史戏,68.18,0.0565,0.2056,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,2,64.0,否
01033001,狸猫换太子【头本】,历史戏,68.18,0.0565,0.2056,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,3,40.6,否
01033001,狸猫换太子【头本】,历史戏,68.18,0.0565,0.2056,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,4,40.6,否
01033001,狸猫换太子【头本】,历史戏,68.18,0.0565,0.2056,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,5,38.8,否
01033001,狸猫换太子【头本】,历史戏,68.18,0.0565,0.2056,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,6,55.15,否
01033001,狸猫换太子【头本】,历史戏,68.18,0.0565,0.2056,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,7,51.1,否
01033002,水漫金山寺,神怪戏,27.76,0.2937,0.404,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,1,43.0,是
01033002,水漫金山寺,神怪戏,27.76,0.2937,0.404,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,2,43.0,否
01033002,水漫金山寺,神怪戏,27.76,0.2937,0.404,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,3,36.7,否
01033002,水漫金山寺,神怪戏,27.76,0.2937,0.404,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,4,36.7,否
01033002,水漫金山寺,神怪戏,27.76,0.2937,0.404,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,5,31.75,否
01033002,水漫金山寺,神怪戏,27.76,0.2937,0.404,loop-054,冲突关系>恩怨报偿>多峰型>多峰-恩怨反复>复仇完成,冲突关系,恩怨报偿,多峰型,多峰-恩怨反复,复仇完成,6,26.8,否
01033002,水漫金山寺,神怪戏,27.76,0.2937,0.404,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,7,18.7,否
01033002,水漫金山寺,神怪戏,27.76,0.2937,0.404,loop-033,权力关系>公案冤狱>中峰型>中峰-中段审判>权谋败露,权力关系,公案冤狱,中峰型,中峰-中段审判,权谋败露,8,19.4,否
01033004,贺后骂殿,公案戏,27.25,0.3034,0.3726,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,1,83.45,是
01033004,贺后骂殿,公案戏,27.25,0.3034,0.3726,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,2,83.45,否
01033004,贺后骂殿,公案戏,27.25,0.3034,0.3726,loop-035,权力关系>公案冤狱>后峰型>后峰-末端清算>君臣尽忠,权力关系,公案冤狱,后峰型,后峰-末端清算,君臣尽忠,3,64.1,否
01033004,贺后骂殿,公案戏,27.25,0.3034,0.3726,loop-033,权力关系>公案冤狱>中峰型>中峰-中段审判>权谋败露,权力关系,公案冤狱,中峰型,中峰-中段审判,权谋败露,4,64.1,否
01033004,贺后骂殿,公案戏,27.25,0.3034,0.3726,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,5,83.1,否
01033004,贺后骂殿,公案戏,27.25,0.3034,0.3726,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,6,58.8,否
01033004,贺后骂殿,公案戏,27.25,0.3034,0.3726,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,7,57.0,否
01033004,贺后骂殿,公案戏,27.25,0.3034,0.3726,loop-055,冲突关系>恩怨报偿>后峰型>后峰-压轴报偿>阵营转投,冲突关系,恩怨报偿,后峰型,后峰-压轴报偿,阵营转投,8,33.9,否
01034003,汴梁图,历史戏,27.95,0.2559,0.415,loop-024,权力关系>政治权力>前锋型>前锋-开端突发>君臣尽忠,权力关系,政治权力,前锋型,前锋-开端突发,君臣尽忠,1,80.7,是
01034003,汴梁图,历史戏,27.95,0.2559,0.415,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,2,80.7,否
01034003,汴梁图,历史戏,27.95,0.2559,0.415,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,3,56.4,否
01034003,汴梁图,历史戏,27.95,0.2559,0.415,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,4,56.4,否
01034003,汴梁图,历史戏,27.95,0.2559,0.415,loop-028,权力关系>忠义家国>后峰型>后峰-压轴报偿>主从归顺,权力关系,忠义家国,后峰型,后峰-压轴报偿,主从归顺,5,46.05,否
